"placedVMs","numVMs","allocRate","cpuUtilRate","ramUtilRate","netUtilRate","diskUtilRate"
"3","3","100.0","30.029853928990295","9.141290932893753","9.283901005983353","11.846774071455002"
"3","3","100.0","30.517085654071956","7.380993664264679","3.4398268908262253","9.285571426153183"
"3","3","100.0","59.3761226200455","5.038304254412651","7.899052649736404","7.98158124089241"
"3","3","100.0","31.31159163417228","5.18360510468483","7.067546993494034","3.7095263600349426"
"3","3","100.0","41.02446832837869","14.911052584648132","4.691673442721367","7.570149004459381"
"3","3","100.0","44.25308873081243","7.978362590074539","4.422947019338608","13.016580045223236"
"3","3","100.0","35.62111484765108","15.8950075507164","7.678209990262985","7.281588017940521"
"3","3","100.0","27.464630586121714","8.175508677959442","10.364235192537308","10.277936607599258"
"3","3","100.0","18.23190583521162","20.79378068447113","16.81893914937973","4.24613356590271"
"3","3","100.0","40.34885064109969","2.0206015557050705","5.510471761226654","9.197032451629639"
"3","3","100.0","28.161652218255988","7.954264432191849","13.135215640068054","3.0577456578612328"
"3","3","100.0","49.462918891104394","2.3632679134607315","8.448351919651031","8.621400594711304"
"3","3","100.0","23.842208768750243","12.181966006755829","5.374642834067345","12.340555340051651"
"3","3","100.0","41.72579098753595","5.649221688508987","9.379860013723373","5.278179049491882"
"3","3","100.0","37.79480545327893","12.061230093240738","8.160914480686188","17.15106964111328"
"3","3","100.0","44.19473065486481","9.875279664993286","10.163959115743637","6.207459792494774"
"3","3","100.0","25.284018728902762","7.859852910041809","6.956035643815994","7.032793015241623"
"3","3","100.0","27.056897257470325","9.20184701681137","2.880606986582279","5.7941824197769165"
"3","3","100.0","43.43405703175632","8.358826488256454","3.733174502849579","12.296081334352493"
"3","3","100.0","27.729841005650215","17.959389090538025","4.997071251273155","5.946006253361702"
"3","3","100.0","48.96193771626297","12.580940127372742","9.406065195798874","4.690896719694138"
"3","3","100.0","47.65131680271061","13.175655901432037","9.315906465053558","4.001846164464951"
"3","3","100.0","40.502261737638435","9.0727299451828","13.488753139972687","12.113478779792786"
"3","3","100.0","42.4077621902231","6.488204747438431","8.793924003839493","3.2015927135944366"
"3","3","100.0","42.50739028272569","5.536067858338356","6.390543282032013","4.606957361102104"
"3","3","100.0","35.34556679814783","17.367996275424957","10.102476179599762","5.930982157588005"
"3","3","100.0","16.587459050431413","6.245415285229683","13.667725026607513","10.25131642818451"
"3","3","100.0","38.81701318563221","8.312582224607468","7.522063702344894","11.526641994714737"
"3","3","100.0","58.54263053536021","10.702072829008102","7.606638967990875","4.565074294805527"
"3","3","100.0","52.27801941918193","10.754065215587616","6.64764940738678","6.545652449131012"
"3","3","100.0","43.28227772411572","3.2240264117717743","9.901078045368195","6.616965681314468"
"3","3","100.0","36.071516849303784","9.973394125699997","12.199714034795761","5.068299174308777"
"3","3","100.0","62.33943700464608","9.369771927595139","7.216805964708328","6.380186229944229"
"3","3","100.0","33.21228576276939","3.5326432436704636","7.529960572719574","4.127709195017815"
"3","3","100.0","29.405592994632983","7.311511784791946","9.959933906793594","2.4616101756691933"
"3","3","100.0","12.181863108475415","6.898678094148636","4.5311834663152695","10.168341547250748"
"3","3","100.0","49.58297791678514","10.392989963293076","5.549605190753937","5.002716928720474"
"3","3","100.0","40.10328836424958","8.743950724601746","5.872688069939613","4.621428623795509"
"3","3","100.0","73.98128963395492","10.597318410873413","9.61993783712387","5.363954231142998"
"3","3","100.0","35.10705733201859","3.678593412041664","7.553320378065109","6.647156924009323"
"3","3","100.0","14.960878565664363","4.775458574295044","4.540767148137093","6.599302589893341"
"3","3","100.0","33.385656823310114","10.944320261478424","6.966903805732727","4.676661267876625"
"3","3","100.0","30.770522779760658","8.961427211761475","10.190117359161377","2.8973327949643135"
"1","3","33.33333432674408","29.188697951090546","4.674375057220459","1.54440151527524","1.6937537118792534"
"3","3","100.0","29.7550565967712","21.262802183628082","7.973862439393997","6.184955313801765"
"3","3","100.0","47.00361431736038","10.799714922904968","8.382580429315567","9.77533683180809"
"3","3","100.0","46.24929741882485","11.420579999685287","5.847953259944916","6.464171409606934"
"3","3","100.0","47.226264874582654","13.16327303647995","5.323011055588722","11.243579536676407"
"3","3","100.0","24.116570915043166","5.750766769051552","6.008337810635567","7.60316327214241"
"3","3","100.0","26.513602767730777","16.20653122663498","3.6161337047815323","10.395024716854095"
"3","3","100.0","22.842593017387713","8.06143805384636","10.074714571237564","8.102938532829285"
"3","3","100.0","63.41269841269841","13.228514790534973","7.785697281360626","10.087699443101883"
"3","3","100.0","40.83871441150572","11.644274741411209","5.661003291606903","4.52534556388855"
"3","3","100.0","25.232086696222193","7.3763735592365265","3.527635708451271","9.814056009054184"
"3","3","100.0","31.135312546620913","4.43507507443428","8.914609253406525","2.7679938822984695"
"3","3","100.0","30.05729190926452","14.546814560890198","8.055909723043442","5.572441592812538"
"3","3","100.0","15.922536279516612","8.925461024045944","5.237049236893654","5.853530764579773"
"3","3","100.0","63.388394344742224","7.156026363372803","5.204828083515167","4.093899950385094"
"3","3","100.0","30.051686699085543","9.59697812795639","8.473341912031174","17.49165952205658"
"3","3","100.0","27.084807439603757","7.947640120983124","5.085345730185509","8.773855865001678"
"3","3","100.0","33.56312377816648","13.611894845962524","5.740951374173164","6.19845949113369"
"3","3","100.0","70.72147651006712","8.632289618253708","7.440090179443359","5.618085339665413"
"1","3","33.33333432674408","33.48162343439874","2.444310113787651","1.2995550408959389","2.445831149816513"
"3","3","100.0","37.83793151254679","9.051734209060669","7.110757380723953","7.72552564740181"
"3","3","100.0","13.633334639959232","10.717765986919403","6.1026353389024734","11.686256527900696"
"3","3","100.0","44.65114538104507","8.268221467733383","11.48921474814415","5.4043058305978775"
"3","3","100.0","34.87242765593281","3.9064623415470123","11.320625990629196","5.583948642015457"
"3","3","100.0","47.33793248722945","4.609755054116249","6.982022523880005","6.274579465389252"
"3","3","100.0","39.06280686594132","10.534588992595673","13.537554442882538","5.875299870967865"
"3","3","100.0","21.505666486778196","5.420491844415665","4.49710376560688","8.89490395784378"
"3","3","100.0","34.462790515689804","10.639937967061996","9.227367490530014","3.1015757471323013"
"3","3","100.0","25.598078358814558","7.171642780303955","6.569431722164154","7.440367341041565"
"3","3","100.0","40.393979637007526","11.13985925912857","4.214237630367279","8.858178555965424"
"3","3","100.0","19.587102918168835","14.039355516433716","5.02217523753643","6.688353419303894"
"3","3","100.0","30.635686562467217","8.579488843679428","5.908425524830818","7.424388080835342"
"3","3","100.0","25.598232912013746","12.029267102479935","6.09641931951046","8.982306718826294"
"3","3","100.0","47.62501159662306","9.95209738612175","7.190629094839096","7.273367792367935"
"3","3","100.0","35.92795225238027","10.88598221540451","11.616475880146027","10.179773718118668"
"3","3","100.0","72.57672264041692","7.374417036771774","7.2005413472652435","9.580712765455246"
"3","3","100.0","63.50869270715738","5.185160040855408","9.88411083817482","7.18301385641098"
"3","3","100.0","47.855045791157266","7.631171494722366","7.509198784828186","8.084555715322495"
"3","3","100.0","41.378301978750365","7.431794703006744","3.6001160740852356","6.138546019792557"
"2","3","66.66666865348816","56.50673110113911","14.468410611152649","3.869454935193062","4.656212404370308"
"3","3","100.0","48.20329471397538","5.308543890714645","6.4672790467739105","8.943872898817062"
"3","3","100.0","40.762058795547524","12.083741277456284","5.313292518258095","5.854023993015289"
"3","3","100.0","20.18282588353847","4.318080469965935","7.49976709485054","11.717010289430618"
"3","3","100.0","20.260512530086366","15.313854813575745","1.9043533131480217","5.536045134067535"
"3","3","100.0","39.54226614100661","10.28423011302948","6.789330393075943","7.908193022012711"
"3","3","100.0","33.27441109787495","5.4388802498579025","5.609284341335297","6.947018206119537"
"3","3","100.0","34.88528109486113","6.465244293212891","5.382693558931351","6.538323312997818"
"3","3","100.0","42.00490747367345","3.2046549022197723","8.491712808609009","6.878585368394852"
"3","3","100.0","36.9105287127893","6.119007617235184","7.216571271419525","11.758684366941452"
"3","3","100.0","25.848942598187314","6.489638239145279","11.870213598012924","7.6633162796497345"
"2","3","66.66666865348816","33.67791842475387","5.552313104271889","8.05334523320198","5.612703412771225"
"2","3","66.66666865348816","47.364217252396166","6.861341744661331","2.9957203194499016","5.831161513924599"
"3","3","100.0","45.08833922261484","11.951001733541489","4.025191813707352","3.1708408147096634"
"3","3","100.0","43.787223627315","5.684877559542656","4.908376932144165","6.542713940143585"
"3","3","100.0","34.02936378466558","9.425918757915497","5.675607919692993","8.259620517492294"
"3","3","100.0","28.948019037023304","6.949416548013687","3.415197879076004","7.6882004737854"
"3","3","100.0","18.331035096303545","8.313392102718353","6.794902682304382","6.584127247333527"
"3","3","100.0","16.422513492675407","5.026229843497276","8.67614820599556","7.285721600055695"
"3","3","100.0","40.585626251128474","4.419521987438202","4.926495999097824","4.535207524895668"
"2","3","66.66666865348816","16.501090380421612","10.92817708849907","5.704611912369728","4.44146990776062"
"3","3","100.0","47.40931429908729","6.787616014480591","7.719773054122925","8.248750865459442"
"3","3","100.0","34.11821529916078","8.075077086687088","2.4016695097088814","12.002124637365341"
"3","3","100.0","32.96375120142798","8.498664200305939","16.200219094753265","5.6977976113557816"
"3","3","100.0","49.537136706135634","8.130935579538345","6.09750971198082","5.941413342952728"
"3","3","100.0","41.05828941188749","9.221461415290833","5.211078003048897","6.443984806537628"
"3","3","100.0","47.423554646580534","6.772671639919281","4.353467375040054","4.812769591808319"
"3","3","100.0","19.55018841052725","12.275135517120361","6.603773683309555","11.155874282121658"
"3","3","100.0","61.52334720295885","7.26647675037384","15.402078628540039","4.6910881996154785"
"3","3","100.0","49.338538278030796","11.224016547203064","5.091213807463646","11.02106124162674"
"3","3","100.0","22.20263873501863","10.974867641925812","6.960935890674591","11.46245077252388"
"3","3","100.0","74.80243161094225","7.4545592069625854","8.607032150030136","8.273042738437653"
"2","3","66.66666865348816","41.0563751317176","3.684704005718231","2.8184158727526665","5.57425431907177"
"3","3","100.0","57.175252936387956","6.736849993467331","6.286657601594925","8.726390451192856"
"3","3","100.0","44.652787352359944","5.586100369691849","6.569250673055649","4.522036015987396"
"3","3","100.0","28.840784948411898","10.11032909154892","7.630351930856705","8.69036540389061"
"3","3","100.0","53.38979063749706","11.038780212402344","9.602762013673782","6.688924133777618"
"3","3","100.0","21.351759687166727","12.732362747192383","5.46984001994133","6.8922460079193115"
"3","3","100.0","44.45000682655987","5.202347040176392","13.810518383979797","6.354795396327972"
"3","3","100.0","25.373402108095988","3.847445547580719","7.964884489774704","8.13085064291954"
"3","3","100.0","48.53517154942817","7.412564754486084","9.97401773929596","10.99577471613884"
"3","3","100.0","24.035001058499752","5.821509659290314","6.367687880992889","5.9736620634794235"
"3","3","100.0","32.996713953674764","11.679982393980026","8.000466227531433","13.213668763637543"
"3","3","100.0","29.800481109381632","7.921035587787628","10.062972456216812","8.164386451244354"
"3","3","100.0","44.8511349120566","11.510130017995834","7.681496441364288","11.665147542953491"
"3","3","100.0","34.18603864243901","10.980158299207687","3.0878499150276184","6.443188339471817"
"3","3","100.0","32.96845743914734","16.684578359127045","6.151681765913963","5.039859563112259"
"3","3","100.0","29.70427314911005","9.236105531454086","5.377703532576561","6.01375475525856"
"3","3","100.0","25.13987744071861","12.452401220798492","7.9152122139930725","5.17638623714447"
"2","3","66.66666865348816","32.16237314597971","7.164619117975235","3.642933815717697","4.22496572136879"
"3","3","100.0","32.44485294117647","11.018716543912888","10.373600572347641","4.321422427892685"
"2","3","66.66666865348816","15.10857033051499","7.590194046497345","1.5895158052444458","6.083039566874504"
"3","3","100.0","22.918894830659536","11.734934151172638","10.409130901098251","9.864748269319534"
"2","3","66.66666865348816","41.565973900435","7.023550570011139","8.470074832439423","6.8299174308776855"
"3","3","100.0","23.170020914046695","10.591894388198853","6.844610720872879","6.043365225195885"
"3","3","100.0","41.058742337514715","21.071919798851013","5.101732164621353","13.349884748458862"
"3","3","100.0","23.30435512998194","10.332292318344116","6.22280053794384","6.636129319667816"
"3","3","100.0","40.22445932276865","7.261244207620621","6.6991351544857025","7.293648272752762"
"3","3","100.0","16.582650703633693","10.816410183906555","11.853983253240585","6.737707555294037"
"3","3","100.0","48.43002294329728","9.843363612890244","2.7487896382808685","7.753349840641022"
"3","3","100.0","17.44176988392927","8.28031450510025","2.9945092275738716","9.158336371183395"
"3","3","100.0","19.444785652868198","6.4566172659397125","5.111992731690407","11.724519729614258"
"3","3","100.0","49.11389366724006","20.18919438123703","9.126703441143036","5.448746681213379"
"3","3","100.0","24.922889455847073","11.67164072394371","6.741655617952347","13.65414708852768"
"3","3","100.0","37.99946004319654","7.705309242010117","10.27437224984169","16.292287409305573"
"3","3","100.0","26.836920373972518","19.41038966178894","9.718549996614456","9.289731085300446"
"3","3","100.0","18.416316736652668","3.3393539488315582","7.671831548213959","9.526101499795914"
"3","3","100.0","36.542397660818715","5.623870715498924","8.902513980865479","13.630552589893341"
"3","3","100.0","34.11413148255254","5.8385103940963745","7.888759672641754","10.973302274942398"
"3","3","100.0","39.60025918357175","5.6210920214653015","5.218350514769554","10.137095302343369"
"3","3","100.0","51.34950998375347","7.567475736141205","7.106371223926544","5.582002550363541"
"3","3","100.0","50.58013656803419","6.696856766939163","12.072721123695374","5.098697543144226"
"3","3","100.0","28.28909759085341","3.86219322681427","2.888593077659607","14.975139498710632"
